,doi,note,title
420,['10.1039/c4em00583j'],[],Correlation of Trace Contaminants to Wastewater Management Practices in Small Watersheds
421,[],['No results'],Isomers/enantiomers of perfluorocarboxylic acids: Method development and detection in environmental samples
422,[],['No results'],An integrated experimental and computational approach for characterizing the kinetics and mechanism of triadimefon racemization
423,['10.1093/toxsci/kfv160'],[],"Development of 3D-QSAR model for acetylcholinesterase inhibitors using a combination of fingerprint, molecular docking, and structure-based pharmacophore approaches"
424,['10.1021/es402911e'],[],Developing a Reference Material for Diffusion-Controlled Formaldehyde Emissions Testing
425,[],['No results'],Environmental aging alters AIOH3 coating of TiO2 nanoparticles enhancing their photocatalytic and phototoxicity activities
426,[],['No results'],A Physiologically Based Pharmacokinetic PBPK Model of Vitamin D
427,['10.1007/s10646-015-1442-8'],[],Glyphosate and dicamba herbicide tank mixture effects on native plant and non-genetically engineered soybean seedlings
428,[],['No results'],Core–shell nanoparticles: synthesis and applications in catalysis and electrocatalysis
429,['10.1093/toxsci/kfu187'],[],Inhaled Diesel Emissions Generated with Cerium Oxide Nanoparticle Fuel Additive induce Adverse Pulmonary and Systemic Effects
430,[],['No results'],Concentrations and trends of Perfluorinted chemicals in potential indoor sources  from 2007 through 2011
431,[],['No results'],Adverse Outcome Pathways – Organizing Toxicological Information to Improve Decision Making
432,['10.1289/ehp.1104870'],[],Advancing the Next Generation of Risk Assessment
433,['10.1088/1752-7155/9/4/047108'],[],Immunochemistry for high-throughput screening of human exhaled breath condensate EBC media: implementation of automated quanterix SIMOA instrumentation
434,"['10.1371/journal.pone.0124224', '10.1371/journal.pone.0112655']",['Multiple results'],Identification of Modulators of the Nuclear Receptor Peroxisome Proliferator-Activated Receptor α PPARα in a Mouse Liver Gene Expression Compendium
435,['10.1016/j.taap.2014.11.006'],[],Improving In Vitro to In Vivo Extrapolation by Incorporating Toxicokinetic Measurements: A Case Study of Lindane-Induced Neurotoxicity
436,['10.1093/toxsci/kfu320'],[],Temporal changes in biological responses and uncertainty in assessing risks of endocrine-disrupting chemicals: Insights from intensive time-course studies with fish
437,[],['No results'],"Journal of Chemical Information and Modeling  A New Publicly Available Chemical Query Language, CSRML, to support Chemotype Representations for Application to Data-Mining and Modeling"
438,[],['No results'],Metabolomic effects in HepG2 cells exposed to four TiO2 amd two CeO2 naomaterials
439,['10.1007/s10098-013-0686-3'],[],The Use of Life Cycle Tools to Support Decision Making for Sustainable Nanotechnologies
440,[],['No results'],Moderate Levels of Developmental Thyroid Hormone Insufficiency Reduce Expression Use-Dependent Plasticity Genes and Hippocampal LTP In Vivo
441,[],['No results'],Pathway-based approaches for assessment of real-time exposure to an estrogenic wastewater treatment plant effluent on fathead minnow reproduction
442,[],['No results'],Analytical approaches exploring the connection between endocrine-active pharmaceuticals in water to effects in fish
443,[],['No results'],Novel Fe-Pd/SiO2 catalytic materials for degradation of chlorinated organic compounds in water
444,['10.1021/es504229h'],[],"Speciation and Lability of Ag-, AgCl- and Ag2S-Nanoparticles in Soil Determined by X-Ray Absorption Spectroscopy and Diffusive Gradients in Thin Films"
445,[],['No results'],A framework for modeling non-steady state concentrations of semivolatile organic compounds indoors ― II. Interactions with particulate matter
446,[],['No results'],Photochemical transformation of graphene oxide in sunlight journal
447,[],['No results'],"Modeling TiO2 nanoparticle phototoxicity: The importance of chemical concentration, ultraviolet radiation intensity, and time"
448,['10.1016/j.scitotenv.2014.08.068'],[],"Chronic TiO2 nanoparticle exposure to a benthic organism, Hyalella azteca: Impact of solar UV radiation and material surface coatings on toxicity"
449,[],['No results'],"ALTEX CAAT Altex workshop paper entitled ""Towards Good Read-Across Practice GRAP Guidance"""
450,['10.1016/j.watres.2015.04.001'],[],Sunlight affects aggregation and deposition of graphene oxide in the aquatic environment.
451,[],['No results'],A Review of Non-occupational Pathways for Pesticide Exposure in Women Living in Agricultural Areas
452,[],['No results'],Adult Onset-Hypothyroidism: Alterations in Hippocampal Field Potentials in the Denate Gyrus are Largely Associated with Anesthesia-Induced Hypothermia
453,['10.1021/es5047155'],[],Photochemical Transformation of Graphene Oxide in Sunlight
454,['10.1080/15287394.2016.1138923'],[],Taxonomic applicability of inflammatory cytokines in adverse outcome pathway AOP development
455,[],['No results'],Reg. Tox. Pharm. Systematically evaluating read-across prediction and performance using a local validity approach characterized by chemical structure and bioactivity information
456,['10.1093/toxsci/kfv090'],[],"In vitro, ex vivo, and in vivo determination of thyroid hormone modulating activity of benzothiazoles"
457,['10.1016/j.buildenv.2015.08.025'],[],A Reference Method for Measuring Emissions of SVOCs in Small Chambers
458,['10.1186/s13041-015-0099-9'],[],"Ontogeny of Biochemical, Morphological and Functional Parameters of Synaptogenesis in Primary Cultures of Rat Hippocampal and Cortical Neurons"
459,['10.1002/tox.22167'],[],Effects of Louisiana crude oil on the sheepshead minnow Cyprinodon variegatus during a life cycle exposure to laboratory oiled sediment
460,[],['No results'],Mining Available Data from the United States Environmental Protection Agency to Support Rapid Life Cycle Inventory Modeling of Chemical Manufacturing
461,[],['No results'],Divergence in sink contributions to population persistence journal article
462,[],['No results'],Simvastatin Reduces Fetal Testosterone Production and Permanently Alters Reproductive Tract Development in the Male Rat
463,[],['No results'],Identification of fipronil metabolites in rodents by time-of-flight mass spectrometry for application in a human exposure study
464,[],['No results'],Predicting the  Effects of Nano-Scale Cerium Additives in  Diesel Fuel on Regional-Scale Air Quality
465,[],['No results'],Nanomaterial Categorization for Assessing Risk Potential to Faciliate Regulatory Decision-Making
466,[],['No results'],A Sequencing Algorithm for the Environmental Transformations of Engineered Nanomaterials
467,['10.1021/jf5060744'],[],"Developing Global Leaders for Research, Regulation and Stewardship of Crop Protection Chemistry in the 21st Century"
468,[],['No results'],Dose and Effect Thresholds for Early Key Events in a  Mode of PPARa-Mediated Action
469,['10.1007/s00244-015-0183-2'],['Multiple results'],Pesticide Uptake Across the Amphibian Dermis Through Soil and Overspray Exposures
470,['10.1080/15287394.2015.1109571'],[],In vivo dermal absorption of pyrethroid pesticides in the rat.
471,[],['No results'],Moving Toward Integrating Gene Expression Profiling into High-throughput Testing:A Gene Expression Biomarker Accurately Predicts Estrogen Receptor α Modulation in a Microarray Compendium
472,[],['No results'],"Disruption of STAT5b-regulated sexual dimorphism of the liver transcriptome by diets, infections and in genetic models"
473,[],['No results'],Estimation of Tetrabromobisphenol A TBBPApercutaneous uptake in humans using the parallelogram method.
474,[],['No results'],Comparing metabolite biotransformation libraries for sensitivity and selectivity toward mammalian and microbial metabolite formation
475,[],['No results'],Concentration and Particle Size Polydispersity Effects on QCM-D Nanoparticle Depositin Measurements
476,[],['No results'],"Spatially explicit risk assessment of an estuarine fish in Barataria Bay, Louisiana, following the Deepwater Horizon Oil spill: evaluating tradeoffs in model complexity and parsimony"
477,[],['No results'],Integrating publicly-available data to generate computationally-predicted adverse outcome pathways for hepatic steatosis
478,[],['No results'],An Integrative data mining approach to identifying Adverse Outcome Pathway AOP Signatures
479,[],['No results'],Analyzing the environmental impacts of laptop enclosures using screening-level life cycle assessment to support sustainable consumer electronics j/a
480,[],['No results'],Demographic analysis demonstrates contrasting abiotic and biotic stressors across a species range
481,['10.1021/es500016s'],[],Perfluoroalkyl acid distribution in various plant compartments of edible crops grown in biosolids-amended soils
482,['10.1016/j.ntt.2015.09.003'],[],Use of Alternative Assays to Identify and Prioritize Organophosphorus Flame Retardants for Potential Developmental and Neurotoxicity
483,[],['No results'],Estimating Dermal Exposure to Copper Nanoparticles from the Surfaces of Pressure-Treated Lumber and Implications for Toxicity
484,[],['No results'],ENVIRONMENTAL HEALTH PERSPECTIVES Evolutionary Genetics and Conservation of Cell Signaling as Organizing Principles in 21st-Century Teratology
485,['10.1016/j.aquatox.2015.02.001'],[],MOAtox: A Comprehensive Mode of Action and Acute Aquatic Toxicity Database for Predictive Model Development
486,[],['No results'],A Random Forest Approach to Predict the Spatial Distribution of Environmental Contaminants in an Estuarine System 3/29/16 UNDER REVISION WITH JEQ
487,[],['No results'],Linking field-based metabolomics and chemical analyses to prioritize contaminants of emerging concern in the Great Lakes ecosystem
488,[],['No results'],Archives of Toxicology  International STakeholder NETwork ISTNET: Creating a Developmental Neurotoxicity Testing DNT Roadmap for Regulatory Purposes
489,[],['No results'],"U.S. Domestic Cats as Sentinels for Perfluoroalkyl Substances:  Associations with Housing, Obesity and Chronic Disease"
490,[],['No results'],Report:  New analytical and statistical approaches for interpreting the relationships among environmental stressors and biomarkers
491,[],['No results'],Modeling the Transport of Multiwalled Carbon Nanotubes in Surface Water Systems: Parameterizing the Water Quality Analysis Simulation Program WASP
492,[],['No results'],Nanomaterial Implications for Agricultural Productivity and Food Safety
493,[],['No results'],Mining the archives: a cross-platform analysis of gene expression profiles in archival formalin-fixed paraffin-embedded FFPE tissue.
494,['10.1021/acs.est.6b00374'],[],EVALUATING THE IMPACT OF UNCERTAINTIES IN CLEARANCE AND EXPOSURE WHEN PRIORITIZING CHEMICALS SCREENED IN HIGH-THROUGHPUT ASSAYS
495,[],['No results'],A Near-Road Modeling System for Community-Scale Assessments of Traffic-Related AirPollution in the United States
496,[],['No results'],Applying Adverse Outcome Pathways AOPs to support Integrated Approaches to Testing and Assessment IATA workshop report
497,['10.1016/j.ygcen.2014.06.009'],[],Global gene expression  during early differentiation of Xenopus Silurana tropicalis gonad tissues
498,[],['No results'],"Sustainable Nanotechnology—A driving force to address economic development, global food, energy and water challenges in the 21st century"
499,[],['No results'],Journal of Statistical Software HTTK: R Package for High-Throughput Toxicokinetics
500,[],['No results'],Toxicological Sciences Integrated Model of Chemical Perturbations of a Biological PathwayUsing 18 In Vitro High Throughput Screening Assays for the Estrogen Receptor
501,['10.1002/em.21934'],[],An Evaluation of 25 Selected ToxCast Chemicals in Medium-Throughput Assays to Detect Genotoxicity
502,['10.1007/s12311-015-0657-9'],[],Neurodevelopmental malformations of the cerebellar vermis in genetically engineered rats
503,[],['No results'],Screening a mouse liver gene expression Compendium Identifies Effectors of the Aryl Hydrocarbon reeptors AhR
504,[],['No results'],Toxicological Sciences High-throughput screening of chemical effects on steroidogenesis using H295R human adrenocortical carcinoma cells
505,[],['No results'],"Temporal variability of pyrethroid metabolite levels in bedtime, morning, and 24-hr urine samples for 50 adults in North Carolina"
506,['10.1016/j.jhazmat.2015.04.019'],[],An integrated science-based methodology to assess potential risks and implications of engineered nanomaterials
507,[],['No results'],Scenario-specific approaches and applications of species sensitivity distribution modeling
508,['10.1016/j.toxrep.2014.12.009'],[],Exploring consumer pathways and patterns of use for chemicals in the environment
509,['10.1039/c4gc02047b'],[],Copper-nicotinamide complex: sustainable applications in coupling and cycloaddition reactions
510,['10.1021/ar5004219'],[],Ferrates: Greener Oxidants with Multimodal Action in Water Treatment Technologies
511,['10.1016/j.chemosphere.2014.06.012'],[],Determination of fluorotelomer alcohols in selected consumer products and preliminary investigation of their fate in the indoor environment
512,['10.1016/j.chemosphere.2015.09.107'],[],Activation of AhR-mediated toxicity pathway by emerging pollutants polychlorinated diphenyl sulfides
513,['10.1016/j.aquatox.2015.10.002'],[],Evaluation of whole-mount in situ hybridization as a tool for pathway-based  toxicological research with early-life stage fathead minnows
514,[],['No results'],Plant reproduction is altered by simulated herbicide drift for constructed plant communities
515,[],['No results'],ESandT Advancing Alternatives Analysis: The Role of Predictive Toxicology in Selecting Safer Chemical Products and Processes
516,[],['No results'],"Oil characterization and distribution in shoreline sediments of Pensacola Bay, Florida following the Deepwater Horizon spill"
517,['10.1016/j.tox.2016.05.009'],[],Differential Effects of Silver Nanoparticles and Ionic Silver on Spontaneous Activity and Pharmacological Responses in Neural Networks In Vitro
518,[],['No results'],"Neurotoxicological and thyroid evaluations of rats developmentally exposed to tris1,3-dichloro-2-propylphosphate TDICPP and tris2-chloro-2-ethylphosphateTCEP"
519,[],['No results'],The genetic basis for rapidly evolved tolerance to dioxin-like pollutants in wild Atlantic killifish: more than the aryl hydrocarbon receptor 3/29/16 UNDER REVIEW WITH MOLECULAR ECOLOGY
520,['10.1021/acs.est.5b00654'],[],"Multiwalled Carbon Nanotube Dispersion Methods Affect Their Aggregation, Deposition, and Biomarker Response"
521,['10.1021/acs.est.5b01041'],[],Probing Photosensitization by Functionalized Carbon Nanotubes
522,[],['No results'],Multivariate Models for Prediction of Human Skin Sensitization Hazard
523,[],['No results'],Differential genomic effects on canonical signaling pathways by two different CeO2 nanoparticles in HepG2 cells
524,[],['No results'],PLoS Comp Biol A Liver-centric Multiscale Modeling Framework for Xenobiotics
525,[],['No results'],Considerations of Environmentally-Relevant Test Conditions for Improved Evaluation of Ecological Hazards of Engineered Nanomaterials
526,['10.1002/jat.3290'],[],Development of a Quantitative Morphological Assessment of Toxicant-Treated Zebrafish Larvae Using Brightfield Imaging and High Content Analysis
527,[],['No results'],Henry’s Law Constant and Overall Mass Transfer Coefficient for Formaldehyde Emission from Small Water Pools under Simulated Indoor Environmental Conditions
528,['10.1177/1087057116640520'],[],Characterization of Early Cortical Neural Network Development in Multiwell Microelectrode Array Plates
529,[],['No results'],ESTIMATING GENERIC EFFECTS THRESHOLDS USING SPECIES SENSITIVITY DISTRIBUTION MODELS - A REVIEW
530,['10.1021/acs.est.5b01866'],[],"Aggregation and Stability of Reduced Graphene Oxide: Complex Roles of Divalent Cations, pH, and Natural Organic Matter"
531,['10.1016/j.neuro.2016.05.005'],[],Effects of an Environmentally-relevant Mixture of Pyrethroid Insecticides on Spontaneous Activity in Primary Cortical Networks on Microelectrode Arrays
532,['10.1007/s11051-015-3053-y'],[],Life Cycle Assessment Framework for Indoor Emissions of Synthetic Nanoparticles
533,['10.1021/acs.chemrestox.5b00024'],[],Probe molecules PrM approach in adverse outcome pathway AOP based high throughput screening HTS: in vivo discovery for developing in vitro target methods
534,['10.1002/etc.3042'],[],Adverse outcome pathways in research and regulation: Current status and future perspectives
535,[],['No results'],Sequencing and De novo Draft Assemblies of the Fathead Minnow Pimphales promelasReference Genome
536,[],['No results'],Classification of nanoparticle synthesis protocols with ordinal regression methods exploiting all maximal subsets of consistent assignment examples
537,['10.1080/15459624.2015.1060324'],[],Systems Biology and Biomarkers of Early Effects for Occupational Exposure Limit Setting
538,['10.1016/j.compchemeng.2015.04.020'],[],Using GREENSCOPE Indicators for Sustainable Computer-Aided Process Evaluation and Design
539,[],['No results'],Toxicological Sciences Incorporating High-Throughput Exposure Predictions with Dosimetry-Adjusted In Vitro Bioactivity to Inform Chemical Toxicity Testing
540,[],['No results'],"Mechanism-Based Analysis of Acetylcholinesterase Inhibitory Potency of Organophosphates, Carbamates, and Their Analogs"
541,['10.1289/ehp.1409177'],[],"Uses of NHANES biomarker data for chemical risk assessment: Trends, challenges and opportunities"
542,[],['No results'],"Relative contributions of agricultural drift, para-occupational, and residential use exposure pathways to house dust pesticide concentrations: meta-regression of published data"
543,['10.1016/j.envint.2014.08.008'],[],EPA's SHEDS-multimedia model: children's cumulative pyrethroid exposure estimates and evaluation against NHANES biomarker data
544,[],['No results'],"Metabolomic effects of CeO2, SiO2 and CuO metal oxide nanomaterials on HepG2 cells"
545,[],['No results'],Phototransformation-Induced Aggregation of Functionalized Single-Wall Carbon Nanotubes: the Importance of Amorphous Carbon
546,[],['No results'],ESandT SCREENING CHEMICALS FOR ESTROGEN RECEPTOR BIOACTIVITY USING A COMPUTATIONAL MODEL
547,['10.1016/j.ntt.2015.08.010'],[],Acute and Developmental Behavioral Effects of Flame Retardants and Related Chemicals in Zebrafish
548,['10.3109/1354750X.2015.1040841'],[],Understanding new “exploratory” biomarker data: a first look at observed concentrations and associated detection limits
549,[],['No results'],Prediction of in-vitro estrogen receptor activity using hierarchical clustering and nearest neighbor based methods
550,[],['No results'],"Journal TBD Systematic Identification of Environmental Chemicals that Enhance the Proliferative Phenotype of Triple negative, Inflammatory Breast Cancer Cells"
551,[],['No results'],Bioengineering stromal-epithelial interactions within organotypic models
552,[],['No results'],FOOD AND CHEMICAL TOXICOLOGY Evaluation of food-relevant chemicals in the ToxCast high-throughput screening program
553,[],['No results'],Soil Organic Matter Content Effects on Dermal Pesticide Bioconcentration in American Toads Anaxyrus Americanus
554,[],['No results'],Nature Nanotechnology Nanoengineered antimicrobial nanoparticles with environmentally benign cores infused by silver ions
555,['10.1080/15287394.2015.1091414'],[],"The Biomarkers of Exposure and Effect in Agriculture BEEA Study: Rationale, design, methods, and participant characteristics"
556,['10.1016/j.envint.2015.12.008'],[],Linking high resolution mass spectrometry data with exposure and toxicity forecasts to advance high-throughput environmental monitoring
557,[],['No results'],Green Chemistry A Probablistic Diagram to Guide Chemical Design with Reduced Potency to Incur Cytotoxicity
558,[],['No results'],The influence of control group reproduction on the statistical power of the Environmental Protection Agency’s medaka Extended One-Generation Reproduction Test MEOGRT
559,[],['No results'],TOXICOLOGICAL SCIENCES Tiered High-Throughput Screening Approach to Identify Thyroperoxidase Inhibitors within the ToxCast Phase I and II Chemical Libraries
560,[],['No results'],Connecting Toxicology and Chemistry to Ensure Safer Chemical Design
561,[],['No results'],Variation in bird-window collision mortality and scavenging rates within an urban landscape
562,[],['No results'],Biodesalination of Brackish Water Using Halophytic Algae
563,['10.1093/toxsci/kfv188'],[],Translational Biomarkers of Neurotoxicity: A Health and Environmental Sciences Institute Perspective on The Way Forward
564,['10.1093/toxsci/kfv196'],[],Dose addition models based on biologically-relevant reductions in fetal testosterone accurately predict postnatal reproductive tract alterations by a phthalate mixture in rats
565,[],['No results'],High-throughput exposure modeling and screening of chemicals in personal care products
566,['10.1016/j.envpol.2015.05.017'],[],Non-labile silver species in biosolids remain stable throughout 50 years of weathering and ageing.
567,[],['No results'],"Estimating Margin of Exposure to Thyroid Peroxidase Inhibitors Using High-throughput In Vitro Data, High-throughput Exposure Modeling, and Physiologically-Based Pharmacokinetic/Pharmacodynamic Modeling"
568,[],['No results'],News: Continuous chemical production processes
569,['10.1016/j.aquatox.2015.12.024'],[],Impaired anterior swim bladder inflation following exposure to the thyroid peroxidase inhibitor  2-Mercaptobenzothiazole  Part I: Fathead minnow
570,['10.1556/1846.2015.00015'],[],Efficient and more sustainable one-step continuous-flow multicomponent synthesis of chromene derivatives
571,['10.1021/acs.est.5b05311'],[],Completing the Link between Exposure Science and Toxicology for Improved Environmental Health Decision Making: The Aggregate Exposure Pathway Framework
572,[],['No results'],Brominated Flame Retardants in Human Milk and Serum from the US EPA MAMA Study: Modeled Predictions of Infant Exposures and Considerations for Risk Assessment
573,[],['No results'],ENVIRONMENTAL HEALTH PERSPECTIVES Systems Toxicology of Male Reproductive Development: Profiling 774 Chemicals for Molecular Targets and Adverse Outcomes
574,[],['No results'],Prediction of Chemical Functional Uses and Consumer Product Formulations
575,[],['No results'],Predicting fecundity of fathead minnows Pimephales promelas exposed toeEndocrine-disrupting chemicals using a MATLAB®-based model of oocyte growth dynamics
576,['10.1016/j.envint.2016.03.014'],[],Multi-pathway exposure modelling of chemicals in cosmetics with application to shampoo
577,[],['No results'],Aberrant expression of SIX1 in a developmental mouse model of hormonal carcinogenesis and in human endometrial cancer
578,['10.1016/j.neuro.2016.05.010'],[],Developing and applying the adverse outcome pathway concept for understanding and predicting neurotoxicity
579,[],['No results'],Crit. Rev. Tox. Comparison of rat and rabbit embryo-fetal developmental toxicity data for 379 pharmaceuticals: on the nature and severity of developmental effects
580,[],['No results'],"Integrating monitoring and molecular methods to infer PCB risks to Common and Roseate Terns nesting near the New Bedford Harbor Superfund site Massachusetts, USA."
581,['10.1016/j.cbpc.2016.02.002'],[],Computational Model of the Fathead Minnow Hypothalamic-Pituitary-Gonadal Axis: Incorporating Protein Synthesis in Improving Predictability of Responses to Endocrine Active Chemicals
582,[],['No results'],An Evidence-Based Appraisal of Metallic Nanomaterial Environmental Emissions
583,['10.1016/j.yrtph.2016.01.007'],[],Adverse Outcome Pathways: From Research to Regulation - Scientific Workshop Report
584,[],['No results'],Accelerating Adverse Outcome Pathway Development Using Publicly Available Data Sources
585,['10.1371/journal.pcbi.1004495'],[],Developing a Physiologically-Based Pharmacokinetic Model Knowledgebase in Support of Provisional Model Construction
586,[],['No results'],Fish Connectivity Mapping: Linking Chemical Stressors by Their MOA-Driven Transcriptomic Profiles
587,[],['No results'],Environmental implications and applications of engineered nanoscale magnetite and its hybrid nanocomposites: A review of recent literature
588,['10.1088/1752-7155/10/1/012001'],[],"High-Resolution Mass Spectrometry: Basic Principles for Using Exact Mass and Mass Defect for Discovery Analysis of Organic Molecules in Blood, Breath, Urine and Environmental Media"
589,[],['No results'],Integrated Decision Strategies for Skin Sensitization Hazard
590,['10.1016/j.neuro.2015.05.007'],[],A Multiplexed Assay for Determination of Neurotoxicant Effects on Spontaneous Network Activity and Viability from Microelectrode Arrays.
591,['10.1002/etc.3002'],[],Omics for aquatic ecotoxicology: Control of extraneous variability to enhance the analysis of environmental effects
592,['10.18632/oncotarget.4560'],[],Specificity Protein Sp Transcription Factors and Metformin Regulate Expression of the Long Non-coding RNA HULC
593,[],['No results'],Screening for chemical vascular disruptors in zebrafish to evaluate a predictive model for developmental vascular toxicity
594,['10.1016/j.compchemeng.2015.04.037'],[],Process synthesis involving multi-period operations by the P-graph framework
595,[],['No results'],Integrated Exposure Modeling for Persistent Bioaccumulative Toxicants PBTs in Riverine Systems Using Chloroparaffins as an Example
596,[],['No results'],Magnetically Separable Fe3O4@DOPA-Pd: A Heterogeneous Catalyst for Aqueous Heck Reaction
597,[],['No results'],Occupational Exposure to Pesticides and the Incidence of Lung Cancer in the Agricultural Health Study
598,['10.1002/etc.3164'],[],Aqueous and Tissue Residue-Based Interspecies Correlation Estimation Models Provide Conservative Hazard Estimates for Aromatic Compounds
599,[],['No results'],Crit. Rev. Tox. Comparing rat and rabbit embryo-fetal developmental toxicity studies for 379 pharmaceuticals: On systemic dose and developmental effects
600,[],['No results'],Adverse Outcome Pathway AOP Network Development for Fatty Liver: An Evolution of the Linear AOP Concept
601,[],['No results'],Evaluating Zebrafish Embryo Toxicity Testing for Pesticides
602,[],['No results'],Characterizing “Adversity” of Pathology Findings in Nonclinical Toxicity Studies: Results from the 4th ESTP International Expert Workshop
603,['10.1016/j.cbd.2016.01.001'],[],Metabolite profiles of repeatedly sampled urine from male fathead minnows Pimephales promelas contain unique lipid signatures following exposure to anti-androgens
604,[],['No results'],A framework to enhance life cycle assessment using advanced human exposure modeling and high-throughput tools
605,[],['No results'],Derivation and evaluation of putative adverse outcome pathways for the effects of cyclooxygenase inhibitors on reproductive processes in fish
606,[],['No results'],Envir. Health Perspect.   Using ToxCast data to reconstruct dynamic cell state trajectories and estimate toxicological points of departure
607,[],['No results'],"Chemical Research in Toxicology Current and future perspectives on the development, evaluation and application of in silico approaches for predicting toxicity"
608,[],['No results'],"Natural inorganic nanoparticles – formation, fate, and toxicity in the environment."
609,[],['No results'],Development of Algal Interspecies Correlation Estimation ICE Models for Chemical Hazard Assessment
610,[],['No results'],Nano CeO2 and TiO2: plant molecular and phenotype changes
611,[],['No results'],Biomaterials Human iPSC-Derived Endothelial Cell Sprouting Assay in Synthetic Hydrogel Arrays
612,['10.3109/00498254.2016.1149634'],[],"Optimization of a UDP-glucuronosyltransferase assay for trout liver S9 fractions: Activity enhancement by alamethicin, a pore-forming peptide"
613,[],['No results'],Computational modeling of dynamic alteration of plasma vitellogenin in response to aromatase CYP19 inhibition in fathead minnows
614,['10.1016/j.scitotenv.2016.02.190'],[],Anaerobic Toxicity of Cationic Silver Nanoparticles
615,[],['No results'],Chemical Research in Toxicology The ToxCast Chemical Landscape - Paving the Road to 21st Century Toxicology
616,[],['No results'],Contact Dermatitis  Does size matter for skin sensitisers Investigating whether MW>500 is a relevant consideration for skin sensitisation.
617,[],['No results'],"Breath Biomonitoring in National Security Assessment, Forensic THC Testing, Biomedical Technology and Quality Assurance Applications: Report from PittCon 2016"
618,[],['No results'],Mechanistic modeling of insecticide risks to breeding birds in North American agroecosystems
619,[],['No results'],Perfluoroalky acids-induced liver steatosis:  Effects on genes controlling lipid homeostasis
620,[],['No results'],Nanoparticle Optical Properties Confound Assays Commonly Employed for High Throughput / Content Toxicity Testing
621,[],['No results'],CERAPP: Collaborative Estrogen Receptor Activity Prediction Project
622,[],['No results'],Environmentally relevant mixing ratios in cumulative assessments: a study on the correlation of blood and brain concentrations of a mixture of pyrethroid insecticides to neurotoxicity in the rat
623,[],['No results'],Comparison of Human Induced PluripotentStem Cell-Derived Neurons and Rat Primary CorticalNeurons as In Vitro Models of Neurite Outgrowth
624,['10.1111/nmo.12776'],[],Search for the Missing lncs: Gene Regulatory Networks in Neural Crest Development and Long Non-coding RNA Biomarkers of Hirschsprung's Disease
625,['10.1016/j.aquatox.2015.12.023'],['Multiple results'],Impaired anterior swim bladder inflation following exposure to the thyroid peroxidase inhibitor 2-mercaptobenzothiazole - Part II: zebrafish
626,[],['No results'],Environmental surveillance and monitoring.  The next frontiers for high-throughput toxicology
627,[],['No results'],Development of the larval amphibian growth and development assay: Effects of chronic 4-tert-octylphenol or 17ß-trenbolone exposure from embryo to juvenile
628,[],['No results'],"U.S. Domestic Cats as Sentinels for Perfluoroalkyl Substances: Associations with Housing, Obesity and Chronic Disease"
629,['10.1016/j.ntt.2016.05.007'],[],Thyroid Hormone-Dependent Formation of a Subcortical Band Heterotopia SBH in the Neonatal Brain is not Exacerbated Under Conditions of Low Dietary Iron FeD
